language,ISO_code,thisN,thisTrialN,thisRepN,message,EN,ES,FR,hand,inst_pic,image_w,image_h,text_x,inst_msg_EN,inst_msg_ES,stim,sequence_code,sequence_type,trial_type,key_presses,sequence_picture,prompt_before,prompt,block_adv_resp.keys,block_adv_resp.rt,block_adv_resp.duration,adv_trial.keys,adv_trial.rt,adv_trial.duration,seq_resp.keys,seq_resp.rt,seq_resp.duration,self_assess_question_EN,label_min_EN,label_middle_EN,label_max_EN,self_assess_question_ES,label_min_ES,label_middle_ES,label_max_ES,slider.response,slider.rt,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.time,mouse_2.clicked_name,lang_loop.thisRepN,lang_loop.thisTrialN,lang_loop.thisN,lang_loop.thisIndex,messages_loop.thisRepN,messages_loop.thisTrialN,messages_loop.thisN,messages_loop.thisIndex,instructions_loop.thisRepN,instructions_loop.thisTrialN,instructions_loop.thisN,instructions_loop.thisIndex,blocks_loop.thisRepN,blocks_loop.thisTrialN,blocks_loop.thisN,blocks_loop.thisIndex,seq_loop.thisRepN,seq_loop.thisTrialN,seq_loop.thisN,seq_loop.thisIndex,self_assess_loop.thisRepN,self_assess_loop.thisTrialN,self_assess_loop.thisN,self_assess_loop.thisIndex,thisRow.t,notes,language_code,counterbalance.group,counterbalance.remaining,load_lg.started,load_lg.stopped,msg_name,msg_value,title_text.started,left_poly.started,right_poly.started,left_text.started,right_text.started,mouse.started,handedness,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,task_title.started,block_start.started,block_main_text.started,block_number_text.started,block_adv_resp.started,timer.started,block_start.stopped,block_number,block_pause,blocks_loop.block_adv_resp.keys,blocks_loop.block_adv_resp.rt,blocks_loop.block_adv_resp.duration,reps_per_block,sequence_selected,pre_trial.started,instruction.started,adv_trial.started,press_space_text.started,pre_trial.stopped,seq_loop.adv_trial.keys,seq_loop.adv_trial.rt,seq_loop.adv_trial.duration,seq_trial.started,fix_cross.started,seq_image.started,box_F.started,box_G.started,box_H.started,box_J.started,seq_resp.started,seq_trial.stopped,seq_typed,seq_acc,seq_time,seq_loop.seq_resp.keys,seq_loop.seq_resp.rt,seq_loop.seq_resp.duration,crit_counter,seq_fb.started,seq_fb_text.started,sound_corr.started,sound_incorr.started,sound_corr.stopped,sound_incorr.stopped,seq_fb.stopped,self_assess.started,self_assess_text.started,slider.started,label_0.started,label_5.started,label_10.started,mouse_2.started,next_poly.started,next_text.started,self_assess.stopped,self_assess_loop.slider.response,self_assess_loop.slider.rt,self_assess_loop.mouse_2.x,self_assess_loop.mouse_2.y,self_assess_loop.mouse_2.leftButton,self_assess_loop.mouse_2.midButton,self_assess_loop.mouse_2.rightButton,self_assess_loop.mouse_2.time,self_assess_loop.mouse_2.clicked_name,bye.started,bye_text.started,bye.stopped,participant,session,language,date,expName,expVersion,psychopyVersion,frameRate,expStart
English,,14,2,3,,,,,right,,,,,,,3,fjghhgjf,complex,execution,8,stimuli/complex_execution_right.png,pre_prompt_exe_msg,prompt_exe_msg,space,2.1068288,None,space,0.5446159,None,"['f', 'j', 'g', 'h', 'h', 'g', 'j', 'f']","[0.6402075000005425, 0.7738747999974294, 0.9509994999971241, 1.1312964000026113, 1.3264064000031794, 1.4671604000031948, 1.6318373999965843, 1.781137400001171]","[0.10947840000153519, 0.12663520000205608, 0.13358240000525257, 0.12372739999409532, 0.11508250000042608, 0.13403660000039963, 0.11421210000116844, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,3,2,14,2,,,,,186.2264612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.2218678,186.2264612,186.2264612,186.2264612,186.7880376,space,0.5446159,None,186.7998881,186.8048562,186.8048562,186.8048562,186.8048562,186.8048562,186.8048562,186.8048562,188.6057595,fjghhgjf,1,1.14,"['f', 'j', 'g', 'h', 'h', 'g', 'j', 'f']","[0.6402075000005425, 0.7738747999974294, 0.9509994999971241, 1.1312964000026113, 1.3264064000031794, 1.4671604000031948, 1.6318373999965843, 1.781137400001171]","[0.10947840000153519, 0.12663520000205608, 0.13358240000525257, 0.12372739999409532, 0.11508250000042608, 0.13403660000039963, 0.11421210000116844, None]",,188.6291012,,,,,,188.6291383,,,,,,,,,,,,,,,,,,,,,,,364563,001,English,2025-11-28_20h47.07.368,iFST,,2025.1.0,60.09301197,2025-11-28 20h47.19.589341 -0500
English,,15,3,3,,,,,right,,,,,,,4,ff,complex,imagery,2,stimuli/complex_imagery_right.png,pre_promt_ima_msg,prompt_ima_msg,space,2.1068288,None,space,0.9461603,None,"['f', 'f']","[0.8478992000018479, 2.6235319999977946]","[0.14597069999581436, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,3,3,15,3,,,,,188.6361649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.6327741,188.6361649,188.6361649,188.6361649,189.5897199,space,0.9461603,None,189.6026819,189.6099094,189.6099094,189.6099094,189.6099094,189.6099094,189.6099094,189.6099094,192.2539934,ff,1,1.78,"['f', 'f']","[0.8478992000018479, 2.6235319999977946]","[0.14597069999581436, None]",,192.2762949,,,,,,192.2763388,,,,,,,,,,,,,,,,,,,,,,,364563,001,English,2025-11-28_20h47.07.368,iFST,,2025.1.0,60.09301197,2025-11-28 20h47.19.589341 -0500
English,,16,0,4,,,,,right,,,,,,,1,fghjjhgf,simple,execution,8,stimuli/simple_execution_right.png,pre_prompt_exe_msg,prompt_exe_msg,space,2.1068288,None,None,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,4,0,16,0,,,,,192.339807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.279772,,,,192.2797956,None,,,192.2857232,,,,,,,,192.2857719,,0,999,None,,,,192.3031599,,,,,,192.3031978,,,,,,,,,,,,,,,,,,,,,,,364563,001,English,2025-11-28_20h47.07.368,iFST,,2025.1.0,60.09301197,2025-11-28 20h47.19.589341 -0500
English,,17,1,4,,,,,right,,,,,,,2,ff,simple,imagery,2,stimuli/simple_imagery_right.png,pre_promt_ima_msg,prompt_ima_msg,space,2.1068288,None,None,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,4,1,17,1,,,,,192.339807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.3069829,,,,192.3070143,None,,,192.3130001,,,,,,,,192.3130435,,0,999,None,,,,192.3316147,,,,,,192.3316519,,,,,,,,,,,,,,,,,,,,,,,364563,001,English,2025-11-28_20h47.07.368,iFST,,2025.1.0,60.09301197,2025-11-28 20h47.19.589341 -0500
English,,18,2,4,,,,,right,,,,,,,3,fjghhgjf,complex,execution,8,stimuli/complex_execution_right.png,pre_prompt_exe_msg,prompt_exe_msg,space,2.1068288,None,space,0.5644393,None,"['f', 'j', 'g', 'h', 'h', 'g', 'j', 'f']","[0.6711587000027066, 0.8050236999988556, 0.9737209000013536, 1.1430103000020608, 1.3276416000007885, 1.4711599000002025, 1.6211563000033493, 1.754069000002346]","[0.10572590000083437, 0.12808719999884488, 0.1274582999976701, 0.11928079999779584, 0.11266009999962989, 0.12360590000025695, 0.12815620000037597, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,4,2,18,2,,,,,192.339807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.3348853,192.339807,192.339807,192.339807,192.9199098,space,0.5644393,None,192.9302127,192.9365187,192.9365187,192.9365187,192.9365187,192.9365187,192.9365187,192.9365187,194.7225575,fjghhgjf,1,1.08,"['f', 'j', 'g', 'h', 'h', 'g', 'j', 'f']","[0.6711587000027066, 0.8050236999988556, 0.9737209000013536, 1.1430103000020608, 1.3276416000007885, 1.4711599000002025, 1.6211563000033493, 1.754069000002346]","[0.10572590000083437, 0.12808719999884488, 0.1274582999976701, 0.11928079999779584, 0.11266009999962989, 0.12360590000025695, 0.12815620000037597, None]",,194.7481117,,,,,,194.7481483,,,,,,,,,,,,,,,,,,,,,,,364563,001,English,2025-11-28_20h47.07.368,iFST,,2025.1.0,60.09301197,2025-11-28 20h47.19.589341 -0500
English,,19,3,4,,,,,right,,,,,,,4,ff,complex,imagery,2,stimuli/complex_imagery_right.png,pre_promt_ima_msg,prompt_ima_msg,space,2.1068288,None,space,0.5930883,None,"['f', 'f']","[1.3308286000028602, 3.0950767999966047]","[0.11426959999516839, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,4,3,19,3,,,,,194.7560896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.752796,194.7560896,194.7560896,194.7560896,195.3547812,space,0.5930883,None,195.3671992,195.3734803,195.3734803,195.3734803,195.3734803,195.3734803,195.3734803,195.3734803,198.4891905,ff,1,1.76,"['f', 'f']","[1.3308286000028602, 3.0950767999966047]","[0.11426959999516839, None]",,198.5162695,,,,,,198.5163188,,,,,,,,,,,,,,,,,,,,,,,364563,001,English,2025-11-28_20h47.07.368,iFST,,2025.1.0,60.09301197,2025-11-28 20h47.19.589341 -0500
English,,20,0,5,,,,,right,,,,,,,1,fghjjhgf,simple,execution,8,stimuli/simple_execution_right.png,pre_prompt_exe_msg,prompt_exe_msg,space,2.1068288,None,None,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,5,0,20,0,,,,,198.5803292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.5200918,,,,198.5201193,None,,,198.5256297,,,,,,,,198.5256892,,0,999,None,,,,198.5431185,,,,,,198.5431758,,,,,,,,,,,,,,,,,,,,,,,364563,001,English,2025-11-28_20h47.07.368,iFST,,2025.1.0,60.09301197,2025-11-28 20h47.19.589341 -0500
English,,21,1,5,,,,,right,,,,,,,2,ff,simple,imagery,2,stimuli/simple_imagery_right.png,pre_promt_ima_msg,prompt_ima_msg,space,2.1068288,None,None,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,5,1,21,1,,,,,198.5803292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.5470093,,,,198.5470313,None,,,198.5550014,,,,,,,,198.5550616,,0,999,None,,,,198.5723282,,,,,,198.5723625,,,,,,,,,,,,,,,,,,,,,,,364563,001,English,2025-11-28_20h47.07.368,iFST,,2025.1.0,60.09301197,2025-11-28 20h47.19.589341 -0500
English,,22,2,5,,,,,right,,,,,,,3,fjghhgjf,complex,execution,8,stimuli/complex_execution_right.png,pre_prompt_exe_msg,prompt_exe_msg,space,2.1068288,None,space,0.4750922,None,"['f', 'j', 'g', 'h', 'h', 'g', 'j', 'f']","[0.49046450000605546, 0.6105699000036111, 0.7775880000044708, 0.948361400005524, 1.131801000003179, 1.2611139000000549, 1.420071700005792, 1.558769300005224]","[0.10561319999396801, 0.12445699999807402, 0.11532769999757875, 0.09610519999841927, 0.11473069999919971, 0.13490620000084164, 0.12463479999860283, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,5,2,22,2,,,,,198.5803292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.5754103,198.5803292,198.5803292,198.5803292,199.0719844,space,0.4750922,None,199.0839587,199.0889669,199.0889669,199.0889669,199.0889669,199.0889669,199.0889669,199.0889669,200.6710737,fjghhgjf,1,1.07,"['f', 'j', 'g', 'h', 'h', 'g', 'j', 'f']","[0.49046450000605546, 0.6105699000036111, 0.7775880000044708, 0.948361400005524, 1.131801000003179, 1.2611139000000549, 1.420071700005792, 1.558769300005224]","[0.10561319999396801, 0.12445699999807402, 0.11532769999757875, 0.09610519999841927, 0.11473069999919971, 0.13490620000084164, 0.12463479999860283, None]",,200.6919526,,,,,,200.6919915,,,,,,,,,,,,,,,,,,,,,,,364563,001,English,2025-11-28_20h47.07.368,iFST,,2025.1.0,60.09301197,2025-11-28 20h47.19.589341 -0500
English,,23,3,5,,,,,right,,,,,,,4,ff,complex,imagery,2,stimuli/complex_imagery_right.png,pre_promt_ima_msg,prompt_ima_msg,space,2.1068288,None,space,0.5406078,None,"['f', 'f']","[1.1805948999972316, 2.9338979000021936]","[0.13962629999878118, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,5,3,23,3,,,,,200.6991067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.6957552,200.6991067,200.6991067,200.6991067,201.2543447,space,0.5406078,None,201.270377,201.2774074,201.2774074,201.2774074,201.2774074,201.2774074,201.2774074,201.2774074,204.238636,ff,1,1.75,"['f', 'f']","[1.1805948999972316, 2.9338979000021936]","[0.13962629999878118, None]",,204.2586846,,,,,,204.2587227,,,,,,,,,,,,,,,,,,,,,,,364563,001,English,2025-11-28_20h47.07.368,iFST,,2025.1.0,60.09301197,2025-11-28 20h47.19.589341 -0500
English,,24,0,6,,,,,right,,,,,,,1,fghjjhgf,simple,execution,8,stimuli/simple_execution_right.png,pre_prompt_exe_msg,prompt_exe_msg,space,2.1068288,None,None,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,6,0,24,0,,,,,204.3242837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.2618121,,,,204.261836,None,,,204.270412,,,,,,,,204.2704578,,0,999,None,,,,204.2873273,,,,,,204.2873634,,,,,,,,,,,,,,,,,,,,,,,364563,001,English,2025-11-28_20h47.07.368,iFST,,2025.1.0,60.09301197,2025-11-28 20h47.19.589341 -0500
English,,25,1,6,,,,,right,,,,,,,2,ff,simple,imagery,2,stimuli/simple_imagery_right.png,pre_promt_ima_msg,prompt_ima_msg,space,2.1068288,None,None,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,6,1,25,1,,,,,204.3242837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.2912261,,,,204.291251,None,,,204.2995017,,,,,,,,204.299542,,0,999,None,,,,204.3164027,,,,,,204.3164398,,,,,,,,,,,,,,,,,,,,,,,364563,001,English,2025-11-28_20h47.07.368,iFST,,2025.1.0,60.09301197,2025-11-28 20h47.19.589341 -0500
English,,26,2,6,,,,,right,,,,,,,3,fjghhgjf,complex,execution,8,stimuli/complex_execution_right.png,pre_prompt_exe_msg,prompt_exe_msg,space,2.1068288,None,space,0.4614467,None,"['f', 'j', 'g', 'h', 'h', 'g', 'j', 'f']","[0.5611126000003424, 0.6858112000045367, 0.8458743000010145, 1.0205198000039672, 1.206791800002975, 1.3402960000021267, 1.4913098000033642, 1.6396052999989479]","[0.11536830000113696, 0.12532639999699313, 0.12963270000182092, 0.09993060000124387, 0.11426650000066729, 0.1281059000029927, 0.13765309999871533, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,6,2,26,2,,,,,204.3242837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.3196177,204.3242837,204.3242837,204.3242837,204.7875954,space,0.4614467,None,204.8006811,204.8064697,204.8064697,204.8064697,204.8064697,204.8064697,204.8064697,204.8064697,206.4704661,fjghhgjf,1,1.08,"['f', 'j', 'g', 'h', 'h', 'g', 'j', 'f']","[0.5611126000003424, 0.6858112000045367, 0.8458743000010145, 1.0205198000039672, 1.206791800002975, 1.3402960000021267, 1.4913098000033642, 1.6396052999989479]","[0.11536830000113696, 0.12532639999699313, 0.12963270000182092, 0.09993060000124387, 0.11426650000066729, 0.1281059000029927, 0.13765309999871533, None]",,206.4941076,,,,,,206.4941636,,,,,,,,,,,,,,,,,,,,,,,364563,001,English,2025-11-28_20h47.07.368,iFST,,2025.1.0,60.09301197,2025-11-28 20h47.19.589341 -0500
English,,27,3,6,,,,,right,,,,,,,4,ff,complex,imagery,2,stimuli/complex_imagery_right.png,pre_promt_ima_msg,prompt_ima_msg,space,2.1068288,None,space,0.8082739,None,"['f', 'f']","[2.0618700999984867, 3.6642384999940987]","[0.12813330000062706, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,6,3,27,3,,,,,206.5019437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206.4985906,206.5019437,206.5019437,206.5019437,207.3214358,space,0.8082739,None,207.3361885,207.3418201,207.3418201,207.3418201,207.3418201,207.3418201,207.3418201,207.3418201,211.0400405,ff,1,1.6,"['f', 'f']","[2.0618700999984867, 3.6642384999940987]","[0.12813330000062706, None]",,211.0652497,,,,,,211.0652931,,,,,,,,,,,,,,,,,,,,,,,364563,001,English,2025-11-28_20h47.07.368,iFST,,2025.1.0,60.09301197,2025-11-28 20h47.19.589341 -0500
English,,28,0,7,,,,,right,,,,,,,1,fghjjhgf,simple,execution,8,stimuli/simple_execution_right.png,pre_prompt_exe_msg,prompt_exe_msg,space,2.1068288,None,None,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,7,0,28,0,,,,,211.1342262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211.068747,,,,211.0687735,None,,,211.0794847,,,,,,,,211.0795318,,0,999,None,,,,211.0959361,,,,,,211.0959714,,,,,,,,,,,,,,,,,,,,,,,364563,001,English,2025-11-28_20h47.07.368,iFST,,2025.1.0,60.09301197,2025-11-28 20h47.19.589341 -0500
English,,29,1,7,,,,,right,,,,,,,2,ff,simple,imagery,2,stimuli/simple_imagery_right.png,pre_promt_ima_msg,prompt_ima_msg,space,2.1068288,None,None,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,7,1,29,1,,,,,211.1342262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211.0998047,,,,211.0998287,None,,,211.1079594,,,,,,,,211.1080009,,0,999,None,,,,211.1256813,,,,,,211.1257748,,,,,,,,,,,,,,,,,,,,,,,364563,001,English,2025-11-28_20h47.07.368,iFST,,2025.1.0,60.09301197,2025-11-28 20h47.19.589341 -0500
English,,30,2,7,,,,,right,,,,,,,3,fjghhgjf,complex,execution,8,stimuli/complex_execution_right.png,pre_prompt_exe_msg,prompt_exe_msg,space,2.1068288,None,space,0.4873296,None,"['f', 'j', 'g', 'h', 'h', 'g', 'j', 'f']","[0.5129142000005231, 0.6579034000023967, 1.2904265000033774, 1.4671904999995604, 1.7115553000039654, 1.9102516999992076, 2.082802700002503, 2.234571799999685]","[0.10988400000496767, 0.06880870000168215, 0.12835510000149952, 0.12832260000141105, 0.13416959999449318, 0.12773140000354033, 0.14711079999688081, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,7,2,30,2,,,,,211.1342262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211.1288919,211.1342262,211.1342262,211.1342262,211.6364351,space,0.4873296,None,211.6796762,211.694581,211.694581,211.694581,211.694581,211.694581,211.694581,211.694581,213.9531728,fjghhgjf,1,1.72,"['f', 'j', 'g', 'h', 'h', 'g', 'j', 'f']","[0.5129142000005231, 0.6579034000023967, 1.2904265000033774, 1.4671904999995604, 1.7115553000039654, 1.9102516999992076, 2.082802700002503, 2.234571799999685]","[0.10988400000496767, 0.06880870000168215, 0.12835510000149952, 0.12832260000141105, 0.13416959999449318, 0.12773140000354033, 0.14711079999688081, None]",,213.9816063,,,,,,213.9816493,,,,,,,,,,,,,,,,,,,,,,,364563,001,English,2025-11-28_20h47.07.368,iFST,,2025.1.0,60.09301197,2025-11-28 20h47.19.589341 -0500
English,,31,3,7,,,,,right,,,,,,,4,ff,complex,imagery,2,stimuli/complex_imagery_right.png,pre_promt_ima_msg,prompt_ima_msg,space,2.1068288,None,space,0.6641689,None,"['f', 'f']","[0.7472901000001002, 2.199003299996548]","[0.1482555999973556, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,7,3,31,3,,,,,213.9893032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213.9860339,213.9893032,213.9893032,213.9893032,214.6701476,space,0.6641689,None,214.6888436,214.6955736,214.6955736,214.6955736,214.6955736,214.6955736,214.6955736,214.6955736,216.9201331,ff,1,1.45,"['f', 'f']","[0.7472901000001002, 2.199003299996548]","[0.1482555999973556, None]",,216.9428775,,,,,,216.942923,,,,,,,,,,,,,,,,,,,,,,,364563,001,English,2025-11-28_20h47.07.368,iFST,,2025.1.0,60.09301197,2025-11-28 20h47.19.589341 -0500
English,,32,0,8,,,,,right,,,,,,,1,fghjjhgf,simple,execution,8,stimuli/simple_execution_right.png,pre_prompt_exe_msg,prompt_exe_msg,space,2.1068288,None,None,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,8,0,32,0,,,,,217.0051903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216.9462621,,,,216.9462868,None,,,216.9520264,,,,,,,,216.9520738,,0,999,None,,,,216.9695666,,,,,,216.9696049,,,,,,,,,,,,,,,,,,,,,,,364563,001,English,2025-11-28_20h47.07.368,iFST,,2025.1.0,60.09301197,2025-11-28 20h47.19.589341 -0500
English,,33,1,8,,,,,right,,,,,,,2,ff,simple,imagery,2,stimuli/simple_imagery_right.png,pre_promt_ima_msg,prompt_ima_msg,space,2.1068288,None,None,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,8,1,33,1,,,,,217.0051903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216.9732276,,,,216.973251,None,,,216.9790092,,,,,,,,216.9790534,,0,999,None,,,,216.9970977,,,,,,216.9971359,,,,,,,,,,,,,,,,,,,,,,,364563,001,English,2025-11-28_20h47.07.368,iFST,,2025.1.0,60.09301197,2025-11-28 20h47.19.589341 -0500
English,,34,2,8,,,,,right,,,,,,,3,fjghhgjf,complex,execution,8,stimuli/complex_execution_right.png,pre_prompt_exe_msg,prompt_exe_msg,space,2.1068288,None,space,0.5342146,None,"['f', 'j', 'g', 'h', 'h', 'g', 'j', 'f']","[0.7061209000021336, 0.8277094000004581, 0.9857609000027878, 1.1390958999982104, 1.325045700003102, 1.4389388999989023, 1.5858776000022772, 1.7223786000031396]","[0.10588879999704659, 0.12887819999741623, 0.12466129999666009, 0.11558900000090944, 0.09995659999549389, 0.13290039999992587, 0.12589930000103777, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,8,2,34,2,,,,,217.0051903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217.0005333,217.0051903,217.0051903,217.0051903,217.5522222,space,0.5342146,None,217.5628619,217.5685419,217.5685419,217.5685419,217.5685419,217.5685419,217.5685419,217.5685419,219.3221042,fjghhgjf,1,1.02,"['f', 'j', 'g', 'h', 'h', 'g', 'j', 'f']","[0.7061209000021336, 0.8277094000004581, 0.9857609000027878, 1.1390958999982104, 1.325045700003102, 1.4389388999989023, 1.5858776000022772, 1.7223786000031396]","[0.10588879999704659, 0.12887819999741623, 0.12466129999666009, 0.11558900000090944, 0.09995659999549389, 0.13290039999992587, 0.12589930000103777, None]",,219.3485011,,,,,,219.3485429,,,,,,,,,,,,,,,,,,,,,,,364563,001,English,2025-11-28_20h47.07.368,iFST,,2025.1.0,60.09301197,2025-11-28 20h47.19.589341 -0500
English,,35,3,8,,,,,right,,,,,,,4,ff,complex,imagery,2,stimuli/complex_imagery_right.png,pre_promt_ima_msg,prompt_ima_msg,space,2.1068288,None,space,0.8748464,None,"['f', 'f']","[2.286452200001804, 3.8981571000040276]","[0.12760569999954896, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,8,3,35,3,,,,,219.3562581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219.3531877,219.3562581,219.3562581,219.3562581,220.2359958,space,0.8748464,None,220.2469616,220.2547332,220.2547332,220.2547332,220.2547332,220.2547332,220.2547332,220.2547332,224.1886579,ff,1,1.61,"['f', 'f']","[2.286452200001804, 3.8981571000040276]","[0.12760569999954896, None]",,224.2189681,,,,,,224.2190141,,,,,,,,,,,,,,,,,,,,,,,364563,001,English,2025-11-28_20h47.07.368,iFST,,2025.1.0,60.09301197,2025-11-28 20h47.19.589341 -0500
English,,36,0,9,,,,,right,,,,,,,1,fghjjhgf,simple,execution,8,stimuli/simple_execution_right.png,pre_prompt_exe_msg,prompt_exe_msg,space,2.1068288,None,None,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,9,0,36,0,,,,,224.2844003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.2222261,,,,224.2222515,None,,,224.2274449,,,,,,,,224.227489,,0,999,None,,,,224.2471313,,,,,,224.2471704,,,,,,,,,,,,,,,,,,,,,,,364563,001,English,2025-11-28_20h47.07.368,iFST,,2025.1.0,60.09301197,2025-11-28 20h47.19.589341 -0500
English,,37,1,9,,,,,right,,,,,,,2,ff,simple,imagery,2,stimuli/simple_imagery_right.png,pre_promt_ima_msg,prompt_ima_msg,space,2.1068288,None,None,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,9,1,37,1,,,,,224.2844003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.2513313,,,,224.2513544,None,,,224.2572051,,,,,,,,224.2572459,,0,999,None,,,,224.2755711,,,,,,224.275609,,,,,,,,,,,,,,,,,,,,,,,364563,001,English,2025-11-28_20h47.07.368,iFST,,2025.1.0,60.09301197,2025-11-28 20h47.19.589341 -0500
English,,38,2,9,,,,,right,,,,,,,3,fjghhgjf,complex,execution,8,stimuli/complex_execution_right.png,pre_prompt_exe_msg,prompt_exe_msg,space,2.1068288,None,space,0.5686264,None,"['f', 'j', 'g', 'h', 'h', 'g', 'j', 'f']","[0.5357759999969858, 0.6696000999945682, 0.8193418999944697, 0.9867904999991879, 1.1633147999964422, 1.2941787999952794, 1.461399199994048, 1.5962001999942004]","[None, 0.12460840000130702, 0.13636989999940852, 0.11022070000035455, 0.121009900001809, 0.15156260000367183, 0.13386910000554053, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,9,2,38,2,,,,,224.2844003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.2796129,224.2844003,224.2844003,224.2844003,224.8694818,space,0.5686264,None,224.8767831,224.8851498,224.8851498,224.8851498,224.8851498,224.8851498,224.8851498,224.8851498,226.5052984,fjghhgjf,1,1.06,"['f', 'j', 'g', 'h', 'h', 'g', 'j', 'f']","[0.5357759999969858, 0.6696000999945682, 0.8193418999944697, 0.9867904999991879, 1.1633147999964422, 1.2941787999952794, 1.461399199994048, 1.5962001999942004]","[None, 0.12460840000130702, 0.13636989999940852, 0.11022070000035455, 0.121009900001809, 0.15156260000367183, 0.13386910000554053, None]",,226.529425,,,,,,226.5294642,,,,,,,,,,,,,,,,,,,,,,,364563,001,English,2025-11-28_20h47.07.368,iFST,,2025.1.0,60.09301197,2025-11-28 20h47.19.589341 -0500
